,null_deg,60_deg,90_deg,180_deg,240_deg,labels
29,0.4117279669078511,0.24813413959984945,0.3976144149012191,0.2623398662714815,0.06421533635956962,R
30,0.11870083152273243,0.27690361095661287,0.4006834385194633,0.24486587306702778,0.2286343675002918,R
31,0.9786317051828661,0.7014938918858737,0.49599291928096245,0.7492934279260389,0.4503298975712613,M
32,0.3281725076696018,0.10547982098293879,0.22671672113217206,0.2573719423271339,0.18914066620314418,R
33,0.6931411744527052,0.7184085033348225,0.5217182623084397,0.9084074071932056,0.7256912731145975,M
34,0.05299398999160412,0.4893787324948466,0.3888793092284533,0.02952305461746129,0.30404562822835124,R
35,0.5639003398688944,0.4856175576192713,0.9906377010374929,0.8433333125997682,0.6689740633695166,M
36,0.952620265333638,0.41601555374098775,0.9350194316941556,0.9119746327567433,0.6269985854221478,M
37,0.31491420538250886,0.15779688116355164,0.3335184313740101,0.5253233917453534,0.4781946905472671,R
38,0.49410949314109814,0.018288954735322445,0.4426928663395965,0.032512680138769776,0.1146553156477699,R
39,0.3760449969805751,0.3638519392089098,0.04427197482223563,0.24517969522741298,0.4128198295435353,R
40,0.5066263533436878,0.8224238171658877,0.8419994108337507,0.6743726827677865,0.8252704067331269,M
41,0.39770186105637073,0.3617270233751669,0.2289895637176433,0.46383894334177395,0.027410235520069486,R
42,0.3707152312072791,0.1327825261403239,0.30355683649674425,0.36146921889260675,0.5100596169541228,R
43,0.0782507233551132,0.5355013010621352,0.17873478104938614,0.5406023347546774,0.573945495009279,R
44,0.5352619827553317,0.5078699079162066,0.03479542021480308,0.42592694918590607,0.06062030134044066,R
45,0.9012366605526865,0.849761009566887,0.7265757173902583,0.8515128545938797,0.515678238313884,M
46,0.28506449442611853,0.030708819293513236,0.13499833689632737,0.07035980981884347,0.5579352760729795,R
47,0.13236073945281682,0.05828218643419795,0.2987460761007378,0.26866332650008434,0.16139626010609143,R
48,0.3435137444727652,0.10769513672707628,0.3624881195174108,0.07155678291760639,0.5519567361011223,R
49,0.8935319417829863,0.935035355639271,0.8151971306909767,0.562537711601892,0.42430955323742703,M
50,0.9288245426346939,0.5514564738715456,0.9682336361748736,0.4661997917828473,0.599961701899597,M
51,0.22785966863072463,0.4578459387143303,0.1614309618478657,0.47578054777356255,0.029257107582972185,R
52,0.9082420933080309,0.9767737794191822,0.6882682795503348,0.9176285907897461,0.8603845478672838,M
53,0.969380212058506,0.5390896514820742,0.9961181635521827,0.4376254104408307,0.508059195809579,M
54,0.7349966669531377,0.8417921756132295,0.8105654046005595,0.4759062859301206,0.6992662235382388,M
55,0.5519566414921859,0.3033056333114434,0.556657727241101,0.1666057513442561,0.48902491039793744,R
56,0.5226363904113891,0.7075251063152226,0.9517235385216527,0.7378239798962138,0.6544158660838941,M
